ID;Description;BeginDate;EndDate;BookingFee;TotalPrice;Currency_code;Status_code;Agency_ID;Customer_ID;createdAt;createdBy;modifiedAt;modifiedBy
158;Vacation to Germany;2023-07-31;2023-08-02;60;18177;EUR;O;070024;0000000390;2023-07-01T23:49:30.000Z;Legrand;2023-07-11T07:25:14.000Z;Jeremias
159;Vacation;2023-07-31;2024-05-29;150;48264;EUR;O;070050;0000000086;2023-07-07T02:07:04.000Z;Martin;2023-07-27T01:05:54.000Z;Hansmann
160;Business Trip to Germany;2023-07-31;2023-08-01;20;5400;EUR;X;070018;0000000426;2023-07-10T20:23:37.000Z;Ryan;2023-07-17T17:10:42.000Z;Sisko
161;Vacation;2023-07-31;2023-07-31;10;2522;EUR;O;070004;0000000331;2023-06-28T04:48:23.000Z;Jacqmain;2023-06-29T08:49:11.000Z;Koller
162;Vacation;2023-07-31;2024-05-29;50;16490;EUR;O;070042;0000000164;2023-07-04T05:23:51.000Z;Dumbach;2023-07-21T04:03:16.000Z;Waldmann
163;Business Trip;2023-08-02;2024-05-30;40;14275;SGD;O;070040;0000000157;2023-07-15T10:25:37.000Z;D´Oultrement;2023-07-31T08:31:54.000Z;Matthaeus
164;Sightseeing in Singapore;2023-08-02;2024-05-29;90;32735;SGD;A;070030;0000000271;2023-06-29T04:37:30.000Z;Neubasler;2023-07-11T01:39:10.000Z;Hoffen
165;Sightseeing in Singapore;2023-08-02;2024-05-29;30;10873;SGD;X;070030;0000000006;2023-07-01T10:25:21.000Z;Barth;2023-07-13T02:17:49.000Z;Matthaeus
166;Sightseeing in Singapore;2023-08-02;2024-05-29;30;11018;SGD;A;070028;0000000387;2023-07-11T21:59:17.000Z;Müller;2023-07-22T21:00:48.000Z;Müller
167;Business Trip;2023-08-02;2024-05-30;120;43477;SGD;A;070037;0000000147;2023-07-07T14:06:29.000Z;Müller;2023-07-22T21:10:10.000Z;Montero
168;Vacation;2023-08-02;2024-05-30;80;29205;SGD;O;070046;0000000487;2023-07-13T17:11:51.000Z;Gahl;2023-08-01T12:22:11.000Z;Lautenbach
169;Visiting Illya;2023-08-02;2024-05-30;40;14704;SGD;A;070035;0000000127;2023-07-15T09:20:36.000Z;Fischmann;2023-07-29T00:29:12.000Z;Kreiss
170;Vacation for Gisela, James;2023-08-02;2023-08-03;40;15512;SGD;X;070015;0000000023;2023-07-15T12:55:23.000Z;Dumbach;2023-07-21T04:57:52.000Z;Pratt
171;Visiting Adam;2023-08-02;2024-05-30;40;14912;SGD;A;070034;0000000336;2023-07-15T00:44:10.000Z;Marshall;2023-07-29T07:03:56.000Z;Gutenberg
172;Business Trip;2023-08-02;2024-05-30;80;29781;SGD;O;070038;0000000537;2023-07-15T06:25:33.000Z;Pan;2023-07-30T18:16:58.000Z;Simonen
173;Business Trip to Singapore;2023-08-02;2023-08-03;40;15602;SGD;O;070020;0000000043;2023-07-13T08:56:07.000Z;Vrsic;2023-07-20T23:32:35.000Z;D´Oultrement
174;Business Trip;2023-08-02;2024-05-30;80;29679;SGD;X;070038;0000000041;2023-06-30T20:58:33.000Z;Jeremias;2023-07-15T00:25:34.000Z;Meier
175;Sightseeing in Singapore;2023-08-02;2024-05-29;60;23439;SGD;A;070029;0000000261;2023-07-16T18:42:07.000Z;Hansmann;2023-07-27T03:18:18.000Z;Deichgraeber
176;Business Trip to Singapore;2023-08-02;2023-08-03;40;16041;SGD;O;070020;0000000450;2023-07-04T05:32:14.000Z;Montero;2023-07-11T14:39:44.000Z;Goelke
177;Vacation for James;2023-08-02;2023-08-03;20;8011;SGD;O;070011;0000000466;2023-07-12T02:39:11.000Z;Gueldenpfenn;2023-07-16T16:41:49.000Z;Detemple
178;Sightseeing in Singapore;2023-08-02;2024-05-29;60;23725;SGD;A;070029;0000000404;2023-07-05T10:07:52.000Z;Montero;2023-07-16T14:10:18.000Z;Babilon
179;Sightseeing in Singapore;2023-08-02;2024-05-29;90;36048;SGD;A;070027;0000000476;2023-07-14T08:10:44.000Z;Trensch;2023-07-25T09:59:40.000Z;Jacqmain
180;Vacation;2023-08-02;2023-08-02;30;13052;SGD;X;070004;0000000477;2023-07-17T16:33:07.000Z;Illner;2023-07-18T12:01:03.000Z;Eichbaum
181;Vacation to Singapore;2023-08-02;2024-05-29;60;24266;SGD;O;070021;0000000440;2023-07-07T05:40:00.000Z;Buehler;2023-07-15T06:52:05.000Z;Mechler
182;Vacation;2023-08-02;2023-08-02;20;8988;SGD;O;070003;0000000121;2023-07-19T13:22:38.000Z;Sudhoff;2023-07-20T16:11:27.000Z;Sessler
183;Business Trip to Singapore;2023-08-02;2023-08-03;40;16677;SGD;O;070018;0000000158;2023-07-07T18:58:29.000Z;Wohl;2023-07-14T03:27:31.000Z;Pan
184;Sightseeing in Singapore;2023-08-02;2024-05-29;30;12149;SGD;A;070027;0000000424;2023-07-05T06:51:15.000Z;Sommer;2023-07-16T15:09:20.000Z;Heller
185;Sightseeing in Singapore;2023-08-02;2024-05-29;90;37135;SGD;X;070030;0000000038;2023-07-02T08:22:10.000Z;Koslowski;2023-07-14T03:38:14.000Z;Jacqmain
186;Business Trip;2023-08-02;2024-05-30;80;31860;SGD;O;070039;0000000088;2023-07-13T07:25:43.000Z;Legrand;2023-07-29T07:11:35.000Z;Henry
187;Business Trip to Singapore;2023-08-02;2023-08-03;40;17123;SGD;O;070018;0000000377;2023-07-11T18:07:42.000Z;Sessler;2023-07-18T14:28:52.000Z;Pan
188;Vacation;2023-08-02;2024-05-30;40;16023;SGD;O;070047;0000000391;2023-07-09T15:13:28.000Z;Ryan;2023-07-28T17:35:14.000Z;Moyano
189;Vacation;2023-08-02;2024-05-30;40;16278;SGD;O;070049;0000000186;2023-07-14T08:34:44.000Z;Columbo;2023-08-03T00:23:01.000Z;Jacqmain
190;Business Trip for James, Harish, Stephen;2023-08-02;2023-08-02;30;14256;SGD;X;070007;0000000394;2023-07-19T10:17:04.000Z;Leisert;2023-07-21T21:15:39.000Z;Trensch
191;Business Trip for Andreas, Max, Kurt;2023-08-02;2023-08-02;30;14279;SGD;O;070008;0000000291;2023-07-14T06:15:59.000Z;Ryan;2023-07-17T17:37:28.000Z;Buehler
192;Sightseeing in Singapore;2023-08-02;2024-05-29;60;25860;SGD;A;070029;0000000430;2023-06-30T20:58:53.000Z;Matthaeus;2023-07-11T10:49:31.000Z;Meier
193;Business Trip to Singapore;2023-08-02;2023-08-03;60;27471;SGD;O;070020;0000000533;2023-07-17T10:20:12.000Z;Kreiss;2023-07-25T09:43:46.000Z;Matthaeus
194;Vacation to Singapore;2023-08-02;2024-05-29;60;26416;SGD;O;070024;0000000469;2023-07-12T17:06:22.000Z;Kreiss;2023-07-21T09:35:54.000Z;Lautenbach
195;Business Trip to Singapore;2023-08-02;2023-08-03;20;9096;SGD;X;070020;0000000098;2023-07-15T01:52:19.000Z;Heller;2023-07-23T06:54:50.000Z;Martin
196;Vacation;2023-08-02;2023-08-02;20;10313;SGD;O;070001;0000000402;2023-07-10T08:15:39.000Z;Zimmermann;2023-07-10T11:49:19.000Z;D´Oultrement
197;Business Trip;2023-08-02;2024-05-30;80;33575;SGD;A;070037;0000000285;2023-07-15T19:01:02.000Z;Zimmermann;2023-07-30T11:35:35.000Z;Sisko
198;Business Trip to Singapore;2023-08-02;2023-08-03;40;18742;SGD;O;070017;0000000174;2023-07-15T07:18:29.000Z;Pan;2023-07-22T18:25:46.000Z;Marshall
199;Business Trip to Singapore;2023-08-02;2023-08-03;20;9385;SGD;O;070020;0000000135;2023-07-16T21:10:25.000Z;Prinz;2023-07-24T18:09:29.000Z;Rahn
200;Business Trip for Guenther;2023-08-02;2023-08-02;10;5283;SGD;X;070009;0000000307;2023-07-11T12:05:46.000Z;Montero;2023-07-14T14:25:23.000Z;Illner
201;Vacation;2023-08-02;2024-05-30;80;34071;SGD;O;070047;0000000497;2023-07-09T02:28:44.000Z;Jacqmain;2023-07-28T08:35:58.000Z;Barth
202;Business Trip;2023-08-02;2024-05-30;80;34446;SGD;O;070040;0000000164;2023-07-05T03:41:04.000Z;Deichgraeber;2023-07-21T18:41:38.000Z;Wohl
203;Vacation to Singapore;2023-08-02;2024-05-29;30;13976;SGD;O;070022;0000000389;2023-07-12T21:02:31.000Z;Kramer;2023-07-21T11:38:38.000Z;Müller
204;Business Trip to Singapore;2023-08-02;2023-08-03;40;19613;SGD;O;070016;0000000143;2023-07-03T22:19:19.000Z;Marshall;2023-07-09T07:04:17.000Z;Fischer
205;Vacation;2023-08-02;2024-05-30;80;34814;SGD;X;070044;0000000480;2023-07-01T04:39:59.000Z;Leisert;2023-07-19T21:31:37.000Z;Dumbach
206;Sightseeing in Singapore;2023-08-02;2024-05-29;60;28346;SGD;A;070027;0000000046;2023-07-18T23:49:43.000Z;Sisko;2023-07-30T20:24:30.000Z;Vrsic
207;Visiting Cindy;2023-08-02;2024-05-30;120;52896;SGD;A;070032;0000000334;2023-07-17T08:58:19.000Z;Illner;2023-07-30T12:43:14.000Z;Jacqmain
208;Business Trip for Jean-Luc, Johann;2023-08-02;2023-08-02;20;11424;SGD;O;070009;0000000088;2023-07-12T17:19:40.000Z;Weiss;2023-07-15T13:31:44.000Z;Ryan
209;Business Trip for Johannes, Anna, Sophie;2023-08-02;2023-08-02;30;17543;SGD;O;070006;0000000476;2023-07-17T10:36:04.000Z;Benjamin;2023-07-19T13:06:40.000Z;Cesari
210;Visiting Felix;2023-08-02;2024-05-30;80;36198;SGD;X;070031;0000000386;2023-07-05T11:25:41.000Z;Koller;2023-07-17T03:46:27.000Z;Illner
211;Vacation to USA;2023-08-05;2023-08-05;10;157;USD;O;070024;0000000328;2023-07-06T23:15:04.000Z;Buehler;2023-07-16T06:05:04.000Z;Vrsic
212;Vacation for Jasmin, Kristina;2023-08-05;2023-08-05;20;389;USD;O;070014;0000000025;2023-07-18T20:16:15.000Z;Cesari;2023-07-23T10:09:31.000Z;Meier
213;Business Trip to USA;2023-08-05;2023-08-05;20;353;USD;O;070018;0000000149;2023-07-20T03:31:07.000Z;Hoffen;2023-07-27T04:26:29.000Z;Wohl
214;Visiting Gisela;2023-08-05;2023-08-05;30;557;USD;A;070033;0000000132;2023-07-12T20:52:07.000Z;Kirk;2023-07-25T19:27:05.000Z;Madeira
215;Sightseeing in Miami, Florida;2023-08-05;2023-08-05;30;448;USD;X;070027;0000000026;2023-07-09T09:56:45.000Z;Wohl;2023-07-20T03:31:58.000Z;Kreiss
216;Visiting Adam;2023-08-05;2023-08-05;20;302;USD;A;070035;0000000235;2023-07-22T02:57:43.000Z;Hoffen;2023-08-05T04:38:16.000Z;Benz
217;Business Trip;2023-08-05;2023-08-05;20;391;USD;A;070036;0000000473;2023-07-12T04:40:28.000Z;Hansmann;2023-07-27T03:14:24.000Z;Dumbach
218;Business Trip;2023-08-05;2023-08-05;20;330;USD;A;070038;0000000534;2023-07-22T18:40:36.000Z;Hoffen;2023-08-06T04:17:03.000Z;Deichgraeber
219;Vacation;2023-08-05;2023-08-05;10;164;USD;O;070050;0000000378;2023-07-06T10:04:54.000Z;Kreiss;2023-07-26T09:41:29.000Z;Cesari
220;Vacation to USA;2023-08-05;2023-08-05;20;376;USD;X;070023;0000000402;2023-07-16T01:13:55.000Z;Heller;2023-07-25T06:15:56.000Z;Neubasler
221;Business Trip;2023-08-05;2023-08-05;10;153;USD;A;070037;0000000286;2023-07-07T14:50:47.000Z;Rahn;2023-07-22T21:40:18.000Z;Montero
222;Vacation;2023-08-05;2023-08-05;20;376;USD;O;070005;0000000045;2023-07-20T14:46:26.000Z;Delon;2023-07-21T09:20:13.000Z;Sessler
223;Vacation;2023-08-05;2023-08-05;30;482;USD;O;070046;0000000466;2023-07-04T13:00:13.000Z;Koslowski;2023-07-23T03:40:30.000Z;Benjamin
224;Vacation for Hendrik, Hendrik;2023-08-05;2023-08-05;20;310;USD;O;070012;0000000021;2023-07-14T16:23:59.000Z;Meier;2023-07-18T20:36:42.000Z;Gueldenpfenn
225;Sightseeing in Miami, Florida;2023-08-05;2023-08-05;10;175;USD;X;070026;0000000443;2023-07-04T07:00:16.000Z;Becker;2023-07-14T22:54:39.000Z;Marshall
226;Vacation;2023-08-05;2023-08-05;20;374;USD;O;070046;0000000469;2023-07-15T15:25:00.000Z;Kreiss;2023-08-03T09:27:28.000Z;Moyano
227;Sightseeing in Miami, Florida;2023-08-05;2023-08-05;20;456;USD;A;070028;0000000062;2023-07-15T15:46:58.000Z;Martin;2023-07-26T01:27:26.000Z;Schneider
228;Business Trip for Jean-Luc, Illya, Anna;2023-08-05;2023-08-05;30;492;USD;O;070008;0000000214;2023-07-07T02:47:12.000Z;Goelke;2023-07-10T05:19:18.000Z;Hansmann
229;Sightseeing in Miami, Florida;2023-08-05;2023-08-05;10;179;USD;A;070026;0000000531;2023-07-08T02:02:48.000Z;Hunter;2023-07-18T08:28:14.000Z;Barth
230;Vacation;2023-08-05;2023-08-05;20;332;USD;X;070042;0000000093;2023-07-21T09:43:24.000Z;Miguel;2023-08-07T13:10:29.000Z;Trensch
231;Vacation to USA;2023-08-05;2023-08-05;10;171;USD;O;070024;0000000236;2023-07-18T00:09:32.000Z;Waldmann;2023-07-27T05:28:12.000Z;Jeremias
232;Sightseeing in Miami, Florida;2023-08-05;2023-08-05;20;457;USD;A;070027;0000000084;2023-07-12T18:36:17.000Z;Miguel;2023-07-23T13:20:43.000Z;Deichgraeber
233;Sightseeing in Miami, Florida;2023-08-05;2023-08-05;30;636;USD;A;070028;0000000539;2023-07-22T03:44:45.000Z;Eichbaum;2023-08-02T16:11:32.000Z;Hansmann
234;Vacation;2023-08-05;2023-08-05;20;445;USD;O;070050;0000000467;2023-07-14T18:55:48.000Z;Hoffen;2023-08-03T04:14:19.000Z;Lindwurm
235;Vacation to USA;2023-08-05;2023-08-05;20;384;USD;X;070023;0000000444;2023-07-07T06:45:00.000Z;Detemple;2023-07-16T01:16:51.000Z;Simonen
236;Vacation;2023-08-05;2023-08-05;20;542;USD;O;070004;0000000532;2023-07-08T14:17:35.000Z;Buehler;2023-07-09T06:11:53.000Z;Domenech
237;Vacation;2023-08-05;2023-08-05;20;466;USD;O;070043;0000000201;2023-07-12T09:34:55.000Z;Heller;2023-07-29T06:05:05.000Z;Hunter
238;Vacation to USA;2023-08-05;2023-08-05;10;211;USD;O;070023;0000000269;2023-07-17T17:32:58.000Z;Delon;2023-07-26T09:41:54.000Z;Ryan
239;Visiting Simon;2023-08-05;2023-08-05;30;698;USD;A;070031;0000000392;2023-07-12T01:38:56.000Z;Zimmermann;2023-07-24T11:25:54.000Z;Martin
240;Business Trip for Jean;2023-08-05;2023-08-05;10;222;USD;X;070006;0000000354;2023-07-14T22:40:00.000Z;Columbo;2023-07-16T01:38:56.000Z;Fischer
241;Vacation to USA;2023-08-05;2023-08-05;10;246;USD;O;070025;0000000078;2023-07-04T03:56:01.000Z;Waldmann;2023-07-14T05:38:46.000Z;Koslowski
242;Vacation;2023-08-05;2023-08-05;20;491;USD;O;070049;0000000155;2023-07-17T17:42:38.000Z;Deichgraeber;2023-08-06T18:12:35.000Z;Lautenbach
243;Vacation;2023-08-05;2023-08-05;30;698;USD;O;070049;0000000339;2023-07-10T05:07:06.000Z;Jeremias;2023-07-29T23:14:19.000Z;Waldmann
244;Vacation;2023-08-05;2023-08-05;10;237;USD;O;070001;0000000267;2023-07-03T04:27:58.000Z;Leisert;2023-07-03T21:36:07.000Z;Dumbach
245;Vacation;2023-08-05;2023-08-05;10;285;USD;X;070002;0000000428;2023-07-10T01:39:39.000Z;Gueldenpfenn;2023-07-10T16:27:31.000Z;Neubasler
246;Business Trip;2023-08-05;2023-08-05;30;777;USD;O;070039;0000000147;2023-07-13T07:21:04.000Z;Matthaeus;2023-07-29T10:46:42.000Z;Henry
247;Vacation;2023-08-05;2023-08-05;10;260;USD;O;070049;0000000029;2023-07-04T05:24:26.000Z;Gahl;2023-07-24T12:39:12.000Z;Mechler
248;Vacation;2023-08-05;2023-08-05;20;542;USD;O;070041;0000000333;2023-07-10T22:49:04.000Z;Dumbach;2023-07-27T04:50:00.000Z;Mustermann
249;Business Trip to USA;2023-08-05;2023-08-05;10;262;USD;O;070019;0000000438;2023-07-06T04:36:18.000Z;Trensch;2023-07-13T10:15:20.000Z;Koller
250;Vacation;2023-08-05;2023-08-05;10;261;USD;X;070044;0000000150;2023-07-12T13:32:16.000Z;Mustermann;2023-07-30T22:34:59.000Z;Miguel
251;Visiting Jean-Luc;2023-08-05;2023-08-05;20;546;USD;A;070034;0000000497;2023-07-10T04:15:21.000Z;Illner;2023-07-24T12:52:51.000Z;Hoffen
252;Vacation;2023-08-05;2023-08-05;20;609;USD;O;070005;0000000355;2023-07-12T03:07:50.000Z;Zimmermann;2023-07-13T11:19:44.000Z;Wohl
253;Business Trip to USA;2023-08-05;2023-08-05;20;613;USD;O;070018;0000000395;2023-07-19T08:38:57.000Z;Hoffen;2023-07-26T04:56:13.000Z;D´Oultrement
254;Business Trip to USA;2023-08-05;2023-08-05;20;562;USD;O;070020;0000000187;2023-07-17T08:38:58.000Z;Matthaeus;2023-07-25T10:28:42.000Z;Hunter
255;Vacation;2023-08-05;2023-08-05;10;290;USD;X;070043;0000000024;2023-07-17T03:38:11.000Z;Sessler;2023-08-03T13:32:45.000Z;Hansmann
256;Vacation for Salvador;2023-08-05;2023-08-05;10;294;USD;O;070013;0000000493;2023-07-16T06:43:11.000Z;Moyano;2023-07-21T15:32:21.000Z;Buehler
257;Vacation;2023-08-05;2023-08-05;20;594;USD;O;070003;0000000078;2023-07-04T14:59:57.000Z;D´Oultrement;2023-07-04T08:31:49.000Z;Sessler
258;Vacation;2023-08-05;2023-08-05;30;1046;USD;O;070041;0000000413;2023-07-12T02:06:51.000Z;Legrand;2023-07-28T07:13:46.000Z;Benz
259;Visiting Jasmin;2023-08-05;2023-08-05;20;646;USD;A;070034;0000000272;2023-07-22T17:03:19.000Z;Fischer;2023-08-04T22:06:27.000Z;Ryan
260;Vacation to USA;2023-08-05;2023-08-05;20;731;USD;X;070022;0000000400;2023-07-10T20:26:33.000Z;Jeremias;2023-07-18T23:24:50.000Z;Sisko
261;Business Trip;2023-08-05;2023-08-05;30;1038;USD;A;070038;0000000268;2023-07-12T22:45:12.000Z;Madeira;2023-07-27T20:21:07.000Z;Mustermann
262;Vacation;2023-08-05;2023-08-05;10;374;USD;O;070046;0000000266;2023-07-15T23:46:24.000Z;Rahn;2023-08-04T20:37:29.000Z;Vrsic
263;Business Trip for Johann, Lothar;2023-08-05;2023-08-05;20;758;USD;O;070007;0000000030;2023-07-19T12:58:21.000Z;Prinz;2023-07-21T18:55:45.000Z;Benjamin
264;Business Trip for Uli, Achim, Stephen;2023-08-05;2023-08-05;30;1152;USD;O;070010;0000000016;2023-07-02T17:08:58.000Z;Neubasler;2023-07-05T01:11:46.000Z;Lautenbach
265;Vacation;2023-08-05;2023-08-05;30;1192;USD;X;070050;0000000103;2023-07-02T06:05:50.000Z;Waldmann;2023-07-22T05:41:50.000Z;Simonen
266;Vacation for Georg;2023-08-05;2023-08-05;10;398;USD;O;070014;0000000328;2023-07-18T02:31:03.000Z;Henry;2023-07-23T07:31:22.000Z;Detemple
267;Vacation;2023-08-05;2023-08-05;20;845;USD;O;070005;0000000387;2023-07-08T06:29:50.000Z;Moyano;2023-07-10T15:51:58.000Z;Buehler
268;Business Trip for Salvador, Max, Simon;2023-08-05;2023-08-05;30;1268;USD;O;070008;0000000073;2023-07-07T19:40:04.000Z;Barth;2023-07-10T02:23:52.000Z;Kirk
269;Vacation for Claire, Kurt;2023-08-05;2023-08-05;20;868;USD;O;070015;0000000328;2023-07-12T04:31:36.000Z;Eichbaum;2023-07-17T16:44:01.000Z;Hoffen
270;Business Trip for Kurt, Ida;2023-08-05;2023-08-05;20;996;USD;X;070007;0000000336;2023-07-16T11:08:36.000Z;Martin;2023-07-18T01:20:44.000Z;Babilon
271;Vacation;2023-08-05;2023-08-05;10;441;USD;O;070041;0000000029;2023-07-12T23:15:57.000Z;Domenech;2023-07-29T14:35:39.000Z;Buchholm
272;Vacation;2023-08-05;2023-08-05;30;1404;USD;O;070044;0000000439;2023-07-15T23:45:55.000Z;Babilon;2023-08-03T10:02:15.000Z;Buchholm
273;Vacation;2023-08-05;2023-08-05;10;475;USD;O;070004;0000000005;2023-07-21T05:26:18.000Z;Ryan;2023-07-22T17:14:07.000Z;Mechler
274;Sightseeing in Miami, Florida;2023-08-05;2023-08-05;10;552;USD;A;070029;0000000411;2023-07-02T01:21:14.000Z;Eichbaum;2023-07-14T16:41:52.000Z;Neubasler
275;Visiting Salvador;2023-08-05;2024-05-31;40;5311;EUR;X;070032;0000000368;2023-07-08T08:23:33.000Z;Meier;2023-07-21T20:44:48.000Z;Jacqmain
276;Sightseeing in New York City, New York;2023-08-05;2024-05-31;40;5403;EUR;A;070028;0000000382;2023-07-22T07:42:30.000Z;Madeira;2023-08-02T20:41:56.000Z;Marshall
277;Vacation;2023-08-05;2023-08-05;30;4671;EUR;O;070001;0000000400;2023-07-21T16:01:09.000Z;Henry;2023-07-21T07:26:39.000Z;Eichbaum
278;Business Trip for Georg, Kristina;2023-08-05;2023-08-05;20;3245;EUR;O;070008;0000000270;2023-07-03T00:25:38.000Z;Schneider;2023-07-06T15:19:58.000Z;Fischmann
279;Visiting Ulla;2023-08-05;2024-05-31;40;5318;EUR;A;070035;0000000505;2023-07-12T11:11:04.000Z;Wohl;2023-07-26T03:16:10.000Z;Zimmermann
280;Vacation;2023-08-05;2023-08-05;10;496;USD;X;070043;0000000134;2023-07-20T09:25:47.000Z;Jeremias;2023-08-05T23:49:29.000Z;Delon
281;Sightseeing in New York City, New York;2023-08-05;2024-05-31;20;2614;EUR;A;070027;0000000088;2023-07-16T15:23:52.000Z;Sudhoff;2023-07-27T16:53:27.000Z;Sommer
282;Visiting Theresia;2023-08-05;2024-05-31;40;5255;EUR;A;070032;0000000439;2023-07-21T05:23:54.000Z;Babilon;2023-08-03T11:46:38.000Z;Goelke
283;Vacation to USA;2023-08-05;2024-05-31;40;5287;EUR;O;070022;0000000442;2023-07-18T08:45:41.000Z;Matthaeus;2023-07-27T10:48:00.000Z;D´Oultrement
284;Business Trip to USA;2023-08-05;2024-05-31;60;7889;EUR;O;070018;0000000478;2023-07-08T05:12:06.000Z;Meier;2023-07-15T20:22:35.000Z;Waldmann
285;Business Trip for Ulla, Florian;2023-08-05;2023-08-05;20;3222;EUR;X;070010;0000000271;2023-07-18T21:56:13.000Z;Weiss;2023-07-22T13:47:59.000Z;Leisert
286;Sightseeing in New York City, New York;2023-08-05;2024-05-31;40;5275;EUR;A;070026;0000000160;2023-07-09T10:40:41.000Z;Weiss;2023-07-19T13:19:19.000Z;Cesari
287;Business Trip for Ulla;2023-08-05;2023-08-05;10;1577;EUR;O;070007;0000000392;2023-07-12T13:50:13.000Z;Picard;2023-07-14T19:26:57.000Z;Weiss
288;Vacation to USA;2023-08-05;2024-05-31;40;5335;EUR;O;070021;0000000097;2023-07-03T10:10:52.000Z;Deichgraeber;2023-07-11T18:46:55.000Z;Matthaeus
289;Business Trip to USA;2023-08-05;2024-05-31;40;5294;EUR;O;070020;0000000416;2023-07-20T11:59:28.000Z;Gahl;2023-07-28T12:51:25.000Z;Zimmermann
290;Vacation;2023-08-05;2023-08-05;10;1550;EUR;X;070004;0000000208;2023-07-09T04:53:50.000Z;Koslowski;2023-07-10T03:30:33.000Z;Dumbach
291;Business Trip;2023-08-05;2024-05-31;20;2711;EUR;O;070039;0000000426;2023-07-06T06:09:38.000Z;Dumbach;2023-07-22T04:35:08.000Z;Simonen
292;Vacation for Astrid;2023-08-05;2024-05-31;20;2632;EUR;O;070012;0000000021;2023-07-13T11:24:38.000Z;Madeira;2023-07-18T20:11:59.000Z;Babilon
293;Vacation;2023-08-05;2023-08-05;10;1570;EUR;O;070003;0000000051;2023-07-13T13:49:01.000Z;Vrsic;2023-07-12T23:44:26.000Z;Miguel
294;Business Trip for Theresia, Theresia;2023-08-05;2023-08-05;20;3228;EUR;O;070007;0000000285;2023-07-17T06:19:31.000Z;Matthaeus;2023-07-19T10:47:04.000Z;Heller
295;Vacation for Pierre;2023-08-05;2024-05-31;20;2685;EUR;X;070013;0000000046;2023-07-05T22:05:44.000Z;Hansmann;2023-07-10T03:32:46.000Z;Mustermann
296;Business Trip for Annemarie;2023-08-05;2023-08-05;10;1638;EUR;O;070010;0000000339;2023-07-21T04:08:15.000Z;Becker;2023-07-24T22:06:11.000Z;Dumbach
297;Sightseeing in New York City, New York;2023-08-05;2024-05-31;20;2740;EUR;A;070026;0000000536;2023-07-03T16:29:27.000Z;Eichbaum;2023-07-13T16:40:27.000Z;Sudhoff
298;Vacation for Gisela, James, Felix;2023-08-05;2024-05-31;60;8156;EUR;O;070012;0000000235;2023-07-21T06:29:10.000Z;Babilon;2023-07-26T11:11:40.000Z;Simonen
299;Vacation;2023-08-05;2024-05-31;20;2686;EUR;O;070042;0000000367;2023-07-08T06:03:05.000Z;Cesari;2023-07-25T10:08:11.000Z;Heller
300;Vacation to USA;2023-08-05;2024-05-31;40;5382;EUR;X;070021;0000000393;2023-07-10T21:33:10.000Z;Fischmann;2023-07-18T00:51:19.000Z;Müller
301;Vacation;2023-08-05;2024-05-31;40;5558;EUR;O;070050;0000000214;2023-07-19T11:41:49.000Z;Sommer;2023-08-08T15:55:01.000Z;Kramer
302;Vacation;2023-08-05;2023-08-05;10;1690;EUR;O;070003;0000000078;2023-07-14T19:48:08.000Z;Jeremias;2023-07-15T00:34:14.000Z;Sisko
303;Vacation;2023-08-05;2024-05-31;60;8404;EUR;O;070042;0000000212;2023-07-21T21:59:18.000Z;Fischmann;2023-08-07T00:52:09.000Z;Leisert
304;Vacation;2023-08-05;2024-05-31;40;5591;EUR;O;070046;0000000226;2023-07-14T15:51:24.000Z;Zimmermann;2023-08-01T11:00:02.000Z;Moyano
305;Business Trip to USA;2023-08-05;2024-05-31;20;2800;EUR;X;070016;0000000370;2023-07-11T05:59:26.000Z;Neubasler;2023-07-17T01:36:46.000Z;Mechler
306;Vacation;2023-08-05;2024-05-31;40;5726;EUR;O;070048;0000000132;2023-07-14T00:28:17.000Z;Pan;2023-08-02T18:31:01.000Z;Fischmann
307;Vacation;2023-08-05;2023-08-05;20;3502;EUR;O;070003;0000000005;2023-07-09T04:13:10.000Z;Pan;2023-07-10T18:48:57.000Z;Dumbach
308;Vacation to USA;2023-08-05;2024-05-31;40;5923;EUR;O;070025;0000000106;2023-07-19T15:54:16.000Z;Eichbaum;2023-07-29T16:29:05.000Z;Schneider
309;Vacation for Uli, Siegfried;2023-08-05;2024-05-31;40;5742;EUR;O;070013;0000000346;2023-07-12T03:50:45.000Z;Benz;2023-07-17T02:34:12.000Z;Wohl
310;Vacation to USA;2023-08-05;2024-05-31;60;8536;EUR;X;070025;0000000214;2023-07-05T09:35:35.000Z;Domenech;2023-07-15T14:44:48.000Z;Delon
311;Sightseeing in New York City, New York;2023-08-05;2024-05-31;40;5907;EUR;A;070028;0000000089;2023-07-15T21:39:35.000Z;Zimmermann;2023-07-26T11:14:29.000Z;Leisert
312;Business Trip to USA;2023-08-05;2024-05-31;20;3004;EUR;O;070017;0000000173;2023-07-05T02:37:11.000Z;Becker;2023-07-12T22:05:34.000Z;Barth
313;Vacation;2023-08-05;2024-05-31;40;5930;EUR;O;070045;0000000081;2023-07-16T14:43:01.000Z;Montero;2023-08-03T14:39:54.000Z;Montero
314;Vacation;2023-08-05;2024-05-31;40;6107;EUR;O;070046;0000000479;2023-07-19T10:58:46.000Z;Deichgraeber;2023-08-06T18:53:15.000Z;Cesari
